ltable_id,rtable_id,label
52,549,1
584,550,0
585,551,0
586,402,0
587,552,0
169,553,1
129,554,0
588,555,0
589,556,0
590,557,0
591,17,1
592,558,0
47,559,0
593,277,0
594,560,0
595,561,1
596,562,0
597,563,1
598,564,0
599,565,0
600,421,0
601,566,1
316,149,1
602,567,0
603,568,0
604,72,0
159,569,0
605,570,0
606,571,0
379,17,0
607,572,0
608,573,0
609,86,0
610,574,0
611,575,1
612,576,0
613,577,0
614,578,0
615,238,0
616,579,1
617,580,0
618,581,0
619,582,0
620,199,0
621,583,1
595,259,0
622,470,0
623,584,0
624,585,0
625,586,0
626,587,0
627,588,0
628,589,0
629,590,0
402,591,1
630,535,1
631,592,0
508,593,0
632,594,1
633,595,1
634,596,0
635,597,1
636,538,0
637,598,0
638,599,1
303,600,0
639,601,0
189,83,0
529,602,1
640,361,0
641,603,0
642,604,0
643,191,1
644,605,0
645,606,0
646,607,0
647,608,0
648,609,0
649,610,1
650,611,0
651,612,1
491,613,0
652,614,0
653,127,0
654,615,0
655,271,0
656,616,1
657,617,0
658,618,0
659,17,0
660,619,1
433,341,0
661,620,0
662,621,1
663,337,1
664,259,0
665,622,0
666,623,0
667,341,1
668,624,0
669,625,0
359,421,1
229,332,0
307,626,1
670,627,0
671,628,1
672,629,0
673,630,0
674,302,0
247,631,1
675,632,0
676,633,0
677,634,0
72,635,0
218,636,0
678,637,1
10,638,0
679,639,1
680,640,0
30,641,1
681,312,1
682,642,0
683,148,0
684,643,0
685,644,0
686,645,0
687,646,0
688,647,0
689,648,0
690,649,1
520,650,0
560,651,0
691,652,0
692,653,0
693,654,1
694,655,0
695,656,1
696,657,0
697,229,0
698,658,0
699,659,0
299,660,0
700,661,0
80,662,0
701,143,0
702,663,0
703,664,1
243,476,0
642,665,0
435,666,0
704,667,0
705,668,0
706,669,0
707,670,0
708,83,0
709,671,1
563,104,0
492,672,1
710,673,0
711,674,0
679,9,0
712,670,0
713,675,1
714,676,0
561,454,1
538,677,0
107,678,0
215,679,0
715,680,0
716,681,0
717,682,1
718,683,1
719,684,1
720,685,0
721,457,0
722,686,0
723,687,1
724,200,0
725,148,0
726,688,1
497,689,0
727,71,0
728,690,0
57,691,1
729,692,0
102,693,1
730,694,0
731,695,0
732,696,0
733,697,0
734,698,0
735,447,0
155,699,1
736,497,0
737,700,0
334,117,0
738,701,1
739,425,0
740,702,0
741,43,0
742,703,0
743,704,1
744,705,1
745,706,1
234,707,0
266,708,0
746,709,0
747,493,0
748,168,0
64,164,0
749,710,0
750,711,0
751,140,0
752,712,0
523,713,1
753,714,0
754,715,0
161,716,0
755,717,1
756,718,0
757,719,0
150,462,0
758,515,0
253,4,0
759,84,0
760,720,0
761,239,0
762,336,0
497,721,0
763,588,1
764,722,1
765,587,0
766,309,0
767,723,0
768,243,0
541,724,1
369,725,1
756,726,0
470,702,1
769,727,1
401,728,1
770,729,0
771,730,0
772,199,0
773,731,1
774,732,0
775,733,0
776,390,0
777,734,0
778,735,0
779,736,1
780,737,0
781,738,1
486,182,0
782,727,0
783,739,1
784,740,0
785,741,0
786,405,0
787,742,1
788,743,1
789,492,0
790,744,1
791,745,0
185,746,0
792,747,1
793,748,0
794,494,0
795,749,0
796,750,1
797,751,0
798,358,0
799,752,0
800,753,0
801,754,1
351,755,1
802,756,0
803,757,1
804,758,0
805,230,0
519,246,0
519,745,0
806,759,0
807,760,0
808,761,0
809,762,0
810,534,0
771,763,1
302,764,1
811,765,0
128,11,0
812,766,0
813,767,0
814,148,0
815,768,0
816,554,0
350,559,1
817,769,1
818,770,1
819,675,0
820,394,0
821,771,1
822,489,0
794,772,0
823,773,0
824,595,0
825,774,1
826,420,0
119,775,1
827,776,1
828,777,0
829,778,0
830,779,0
831,75,1
832,780,0
833,781,0
834,131,0
835,642,1
836,782,0
837,783,0
838,784,1
839,785,0
652,786,1
840,787,0
841,788,0
287,789,1
842,790,0
843,791,0
844,792,0
845,2,0
846,793,0
847,794,0
848,795,0
849,796,1
31,797,0
850,538,1
851,798,0
852,799,0
853,800,1
854,693,0
855,733,0
856,801,0
398,802,0
857,317,1
858,803,0
257,804,1
859,805,0
597,806,0
860,188,0
861,243,0
61,807,0
862,65,0
863,808,0
864,809,0
865,810,1
28,266,0
866,160,0
867,811,0
621,812,0
868,813,0
869,814,0
870,815,1
871,816,0
123,817,0
872,125,0
460,638,0
873,818,1
874,819,0
875,820,0
283,230,0
876,296,0
877,821,0
878,291,0
879,822,0
880,47,0
881,823,1
882,32,0
883,824,0
884,825,0
128,84,0
885,826,0
886,263,1
887,14,0
888,827,0
889,828,1
597,829,0
354,830,1
890,831,0
891,832,0
892,222,1
820,833,0
893,834,0
692,494,0
704,623,0
894,835,0
895,836,0
896,837,0
897,171,0
898,838,0
899,839,0
900,840,0
901,841,0
902,813,0
290,842,1
903,843,1
887,844,1
904,845,0
905,846,1
759,847,1
906,848,0
907,415,0
908,849,0
909,850,0
68,851,0
910,465,0
573,388,1
911,852,0
254,853,0
912,854,0
913,855,0
914,856,1
915,857,0
916,219,1
917,203,0
918,858,0
302,859,0
919,860,0
920,812,0
921,861,0
922,862,1
472,718,0
923,863,1
924,745,0
925,864,0
926,865,1
927,453,0
928,866,1
929,867,0
930,232,0
931,868,0
932,869,0
933,870,0
520,871,1
56,872,1
566,102,0
934,873,0
935,84,0
936,874,0
325,875,0
937,862,0
552,306,1
938,876,0
939,847,0
561,87,0
21,877,0
940,864,0
941,345,0
942,878,0
943,879,0
944,880,0
945,881,1
946,882,0
947,733,0
948,883,1
949,174,0
950,884,0
13,885,0
951,886,1
952,635,0
953,887,0
954,74,0
955,888,0
956,822,0
957,417,0
958,889,1
959,115,0
960,165,0
961,147,0
417,890,0
176,260,0
962,891,0
963,892,1
935,745,0
964,893,1
965,894,0
756,642,0
966,61,0
967,889,0
968,532,0
969,364,0
970,895,0
971,253,1
972,169,0
941,125,0
973,171,0
477,896,1
974,897,1
975,898,1
976,899,0
977,296,0
690,900,0
978,834,1
979,901,0
714,902,1
613,262,1
980,903,0
981,707,0
982,904,1
983,905,1
984,906,0
985,143,0
640,907,0
986,165,0
105,908,1
987,788,0
988,909,0
989,160,0
638,345,0
990,910,1
354,54,0
991,492,0
992,911,0
993,912,1
994,164,0
995,913,0
996,914,0
450,915,0
997,916,0
998,565,1
999,917,0
324,441,0
1000,467,0
1001,918,1
1002,919,0
1003,920,0
1004,257,1
1005,576,0
666,921,0
1006,414,1
1007,922,0
1008,923,0
50,11,0
555,924,0
1009,925,0
1010,926,1
883,629,0
678,555,0
1011,927,1
1012,874,0
1013,65,0
1014,928,0
1015,830,0
505,929,0
1016,589,0
1017,930,1
782,931,0
1018,45,1
1019,932,0
1020,933,0
1021,934,0
1022,935,0
1023,936,1
1024,937,1
1025,938,0
1026,17,0
1027,390,0
1028,939,0
83,940,1
689,673,0
1029,570,0
1030,941,0
1031,598,0
1032,942,0
1033,378,0
817,668,0
1034,88,0
973,943,0
1035,562,0
39,944,0
1036,945,0
265,465,0
105,946,0
954,22,0
1037,947,0
1038,948,1
1039,837,0
1040,949,0
1041,950,0
784,951,0
1042,952,0
1043,447,0
1044,953,0
1045,954,1
1046,955,0
1047,3,0
373,956,0
351,0,0
1048,957,1
1049,831,1
465,698,0
1050,958,1
1051,576,0
1052,959,0
555,960,0
1053,961,1
1000,962,0
1054,140,1
1055,387,0
1056,325,0
1057,963,0
1058,964,0
991,383,1
1059,965,0
1060,966,1
1061,555,0
1062,967,0
440,968,1
854,969,1
823,970,0
556,971,1
1063,972,0
1064,90,1
593,502,1
1065,973,1
1066,853,1
1067,974,0
124,975,0
62,976,1
1068,687,0
69,524,0
1069,977,1
1070,978,0
1071,979,0
1072,73,1
1073,980,0
1074,981,1
1075,982,1
1076,983,0
437,426,1
235,241,0
1077,984,1
1078,297,0
822,745,0
1079,855,0
590,985,0
1080,986,0
903,4,0
1081,987,0
1082,150,0
898,648,1
905,795,0
1083,988,0
365,989,1
1084,990,0
1085,991,0
1086,992,1
1087,483,1
1088,993,1
1089,994,0
1090,38,1
1091,995,0
628,996,0
688,997,0
281,998,0
1092,474,0
112,999,0
964,1000,0
1093,1001,0
1094,262,0
1095,855,0
1096,1002,0
1097,1003,1
1098,1004,0
865,1005,0
1099,762,0
1100,1006,0
1101,1007,0
1102,1008,1
1103,800,0
1104,1009,0
1105,1010,1
1019,1011,1
1106,199,0
1107,1012,1
1108,392,0
1109,887,0
1110,52,1
1111,541,0
1112,1013,0
1113,718,0
878,1014,1
1114,748,0
3,224,0
1115,1015,0
1116,1016,0
1117,1017,0
1096,1018,0
937,1019,0
1118,133,0
1119,1020,0
993,1021,0
206,1022,0
1120,1023,1
1121,1024,0
857,1025,0
1122,415,0
1123,491,0
1124,1026,0
1125,1027,0
1126,468,0
625,1028,0
1127,496,0
1128,277,0
1129,1029,0
1130,874,1
826,302,0
1131,1030,0
1132,1031,1
147,745,0
1133,228,1
926,1032,0
289,1029,0
1134,1033,0
1135,1034,0
1136,1035,0
1137,1036,1
1138,1037,0
1139,575,0
886,1009,0
1140,1038,0
937,1039,0
200,97,0
1141,1040,0
1142,1041,0
1143,1015,0
1144,1042,0
23,911,1
1024,378,0
1145,465,0
1146,1043,0
1147,1044,0
1148,1045,1
1149,897,0
1150,84,1
1151,903,0
181,811,0
1152,1046,1
1085,1047,0
1153,587,0
61,1048,1
303,380,1
1154,1049,0
1155,361,0
1156,689,1
238,43,0
1157,855,0
1158,1050,0
1159,1051,0
241,1052,0
773,1053,0
1160,688,0
1161,1054,0
676,453,0
1162,1055,0
1047,1056,0
1163,824,0
1012,1057,0
1164,1058,0
684,792,0
663,1059,0
1165,1060,0
591,55,0
759,1061,0
1166,1062,0
150,374,0
1167,911,0
101,473,0
1032,1063,1
1168,867,1
540,1064,1
1169,1065,0
1170,356,0
1171,1066,0
613,656,0
1172,1067,1
620,539,0
1173,1068,1
1174,272,0
204,1069,0
670,86,1
1175,1070,0
1176,997,0
1177,1071,1
1178,1072,1
849,1059,0
326,1073,1
1179,1074,0
1180,1075,0
1181,1076,0
1182,631,0
1183,1077,1
1140,559,0
1184,493,0
1185,292,0
122,1078,1
593,1079,0
1186,1080,0
1187,845,0
1188,1081,0
1189,1082,1
378,1083,0
99,1084,0
1190,1085,0
1191,1086,0
502,1011,0
1192,646,0
1193,916,1
918,1087,0
1194,1088,0
1195,75,0
361,1089,0
1196,1090,1
1197,559,0
1198,1091,0
326,1092,0
223,574,0
1199,1093,0
1200,1094,0
1201,1095,0
1202,1096,1
1203,1097,0
433,1098,1
1204,1099,1
176,1100,1
1205,1101,0
1206,321,0
1207,1102,1
567,1103,1
1208,1104,0
1209,1105,0
1210,840,0
369,1106,0
323,1107,0
1198,1108,0
1211,1109,0
1212,1110,1
1213,1111,1
1214,994,1
1215,1112,1
1216,237,0
360,431,0
1217,1113,0
191,1070,0
1218,1114,0
443,1115,0
1219,1116,1
1094,272,0
1220,599,0
1221,555,0
609,1117,0
1222,282,0
1044,20,0
492,1118,0
1223,1119,0
933,1120,0
1224,132,0
1225,1121,0
1078,1122,1
87,218,0
1226,1123,0
1113,548,0
929,1124,0
1227,769,0
1228,1125,0
1229,1126,0
1230,1127,1
1231,1128,0
1232,1129,0
1233,508,0
1234,1130,0
1235,327,0
1236,1131,0
1237,1132,0
1238,1133,0
849,1134,0
596,1135,0
1239,453,1
1240,854,1
1241,43,1
1242,1136,0
136,1137,0
1243,36,0
1244,1138,0
1245,652,0
579,1139,0
1246,1140,0
383,1141,1
1247,1142,0
1248,1143,0
1249,1144,1
1250,172,0
1251,1145,1
1252,106,0
1253,660,0
1254,1146,1
1255,1142,1
169,138,0
1256,197,0
1257,1147,1
1258,360,0
32,998,1
1259,1148,0
1260,1149,1
267,12,1
117,1150,0
1261,1151,1
1262,633,0
1263,1152,0
1264,785,0
1265,1153,0
1266,1154,1
1267,1155,0
1268,951,0
1269,428,0
1270,897,0
146,59,0
1271,1156,0
1234,1043,0
1272,1157,1
1273,1158,0
1274,1159,0
1275,999,1
1276,1062,0
267,172,0
1222,1160,1
1277,493,0
1278,105,0
1279,1161,0
1280,1162,1
80,1163,1
1281,186,0
1282,1164,1
1283,1165,1
646,969,0
1284,1166,0
1285,172,0
1286,1167,0
1094,820,0
1287,1168,0
1288,1029,0
1122,1169,0
1289,909,0
1290,714,0
1291,1170,0
1292,1171,0
1293,1172,0
1294,119,1
1295,1173,0
1057,1174,0
1296,992,1
1118,1175,1
1297,1176,0
1298,155,0
1299,1177,0
1300,1178,1
1301,587,1
1211,1179,0
1302,115,0
463,1180,1
1281,1181,0
1303,387,0
1304,1182,0
1305,850,1
1306,529,0
912,1183,0
142,963,0
671,623,0
1307,1184,1
1308,791,0
1309,401,0
1310,449,0
1311,1185,0
1312,271,0
1217,1009,0
810,1186,0
1313,1187,0
1314,481,0
1114,9,0
1315,1188,0
1316,40,0
550,1189,0
491,974,1
770,903,0
1317,996,0
1318,1190,1
1319,323,1
878,1191,0
1131,1192,0
1320,994,0
1321,1193,1
982,442,0
1322,1043,0
1251,1194,0
1323,43,0
56,1195,0
1324,1196,0
1325,1197,0
1326,1198,0
85,316,0
1327,244,0
1328,447,0
1329,1199,0
1330,135,0
1019,979,0
662,1200,0
1331,1201,0
1251,1202,0
1332,171,0
954,1203,1
1154,1204,1
1333,75,0
1334,513,0
1335,1205,0
205,539,0
1336,674,1
1337,1206,0
194,1207,0
1338,296,1
1339,1208,0
625,1209,0
928,1210,0
1340,1046,0
1308,660,1
1341,331,0
750,1211,0
1342,244,0
1343,629,0
642,83,0
1344,1212,0
1345,140,0
1346,1213,0
875,1214,0
1347,1215,0
1348,21,0
1349,1216,0
1207,1217,0
1350,1218,0
1035,1219,0
1140,164,0
232,1220,1
1351,1221,0
1352,1222,0
1353,1223,0
1354,374,0
966,853,0
1355,1224,0
1356,1225,0
1357,1226,1
1358,1227,0
1359,495,0
123,1228,1
1360,1229,1
1361,1230,1
1362,1231,0
1363,1232,0
1364,1233,0
525,1234,0
1223,1235,0
1365,1236,1
486,1237,0
1366,1238,1
1367,1239,0
1368,810,0
230,460,1
1369,1240,0
1370,1241,0
1371,1242,1
1372,794,0
1373,494,0
317,1243,1
370,1244,1
1374,1245,1
1375,1246,0
1376,1247,0
1377,1248,0
1378,1249,0
1104,1250,1
1379,791,0
1380,1022,1
1064,639,0
1381,606,0
590,1251,0
955,1252,0
42,1043,0
9,1253,0
1382,1130,0
509,960,0
1383,1254,0
1384,171,0
1167,1255,0
1047,1256,0
1385,1257,0
44,474,0
1386,576,1
1387,1258,1
1388,321,0
1389,1237,1
631,819,1
919,1259,0
1390,1099,0
471,0,1
1391,1260,0
1392,559,0
1393,1261,0
1394,321,0
473,1262,0
1395,1263,1
1396,1264,1
1397,1265,0
996,1266,0
1398,1267,0
1399,1268,0
779,1269,0
1400,1270,0
1401,258,0
1402,1206,1
1403,299,0
1404,1271,1
229,1272,1
1204,889,0
1405,1273,0
277,1274,0
1406,1275,0
1407,1018,1
1408,1276,1
1409,1277,1
1326,1278,0
1410,1279,0
1411,1280,1
1412,1240,0
1413,143,0
1414,286,0
1415,834,0
825,1281,0
509,367,0
1416,947,1
1417,1282,1
1418,1283,1
1419,1284,0
1420,1056,0
1048,748,0
642,1285,1
1421,1286,0
1196,640,0
1179,845,1
1422,1287,0
1423,1288,1
1424,1029,0
1425,1289,0
1426,926,0
1427,466,0
452,1290,0
246,529,0
702,1291,1
97,107,1
1428,1292,0
369,1293,0
1429,1294,0
1430,1295,1
851,1296,1
819,1297,1
1431,1298,0
1432,1299,0
1433,83,0
1434,679,1
776,1300,1
1435,1301,0
1436,1302,0
1437,875,0
1438,1303,0
884,589,1
92,104,0
924,494,1
74,1084,0
1439,1304,0
368,875,1
1440,399,1
1441,1128,0
738,1305,0
1442,1306,0
1443,64,1
338,231,0
825,800,0
1444,704,0
721,806,0
198,558,1
1445,1307,0
1150,745,0
1446,1308,0
1447,875,0
585,695,1
1448,1309,1
401,260,0
17,1310,0
633,981,0
1449,1311,0
1450,81,0
515,156,0
1451,1312,0
1452,83,0
436,1313,0
1453,1224,0
1454,1314,0
1455,1315,0
623,1316,0
736,1317,1
1456,148,0
1457,1318,0
1458,807,0
1459,210,0
1460,1319,0
1461,1320,1
1038,639,0
278,593,0
1462,1321,0
1463,991,0
761,1322,0
411,1323,1
1464,230,0
222,1142,0
1465,1324,1
1466,1325,0
1467,1326,0
1280,9,0
1468,1327,1
133,1328,1
1469,345,0
1470,1329,0
1471,1330,1
1472,1331,0
1473,762,0
1189,84,0
1474,459,1
1475,1332,0
1476,1333,1
1477,1334,0
1478,1246,0
1479,238,0
1480,228,0
1481,105,0
607,1335,1
1482,1336,1
1483,1300,0
1484,962,0
1485,1337,0
523,1338,0
1287,1339,1
225,1340,1
1486,1341,0
592,1030,0
1487,378,1
1488,871,1
1489,1154,0
1490,65,1
1491,1342,1
602,1343,1
1492,592,0
1493,1344,0
1494,419,0
1168,796,0
1495,668,0
1496,693,0
1497,1345,1
1498,1346,0
1499,433,1
1500,632,0
1501,849,0
1502,1347,0
1076,1348,0
1503,1349,0
1504,1350,1
1505,1351,0
431,1352,0
408,1353,0
1506,1354,1
1490,1355,0
1507,1356,0
491,440,0
791,82,1
378,1129,0
1508,1357,0
1178,1358,0
1509,544,1
1120,1359,0
1510,1360,0
17,1195,0
1511,204,0
1022,28,0
1512,1361,1
1513,1362,1
1514,1363,0
1316,1364,0
1515,449,0
1516,1115,0
161,1070,0
1245,1365,0
1517,1366,1
1518,1367,1
200,1298,0
1038,576,0
1519,1368,0
1089,716,1
1520,188,0
1521,1369,0
1522,920,0
30,691,0
1523,945,0
1524,1370,0
803,1338,0
632,1371,0
598,1372,1
1525,1373,1
1526,1374,1
479,846,0
455,1375,0
1527,1376,0
1528,1377,0
775,262,0
1425,1378,1
1529,1379,1
1530,1380,0
304,1028,0
1531,1381,0
1269,324,1
700,492,0
1532,43,0
1533,494,0
1092,28,0
1534,537,0
1535,1382,0
1536,1383,0
1537,1384,0
1538,979,0
310,1385,0
1539,1386,0
718,1387,0
1540,1388,0
1541,598,0
930,1389,1
1542,418,1
679,1390,0
1543,1391,0
1544,1392,0
1545,1393,0
725,1394,0
1546,1395,0
1547,1396,0
1005,1397,0
794,1398,1
83,559,0
1295,302,1
1548,387,0
340,692,0
1549,1399,0
984,1400,1
1447,1401,0
1239,1390,0
750,1135,1
1550,1402,0
445,559,0
284,1403,0
1551,54,0
1088,1404,0
1552,1405,0
1553,1406,0
1554,1089,1
1555,462,0
1556,691,0
775,165,0
1557,1407,1
1558,955,0
974,1003,0
1559,721,0
299,1408,0
1295,306,0
182,1409,0
1560,140,0
1561,1252,0
431,1410,0
1562,1125,1
1563,1411,1
1564,674,0
1565,1310,1
397,604,0
1566,1412,0
1567,236,0
449,77,0
1568,730,0
276,1413,0
747,1414,0
1569,780,1
329,1415,0
1570,1416,1
1571,1417,0
1572,1418,0
1573,55,0
1574,669,0
1575,1419,0
1576,1219,0
1577,1420,0
1578,1421,1
1579,963,0
1580,199,0
1145,1422,0
1581,1423,0
1170,1424,1
53,1425,1
1582,387,0
1583,261,0
1584,1223,0
146,1426,1
1585,1302,0
1586,1427,0
1587,1428,0
1588,1013,0
1589,1408,0
970,1429,0
1590,1430,0
1591,1431,1
391,1432,0
799,368,0
1592,1433,1
1593,1434,1
1594,1435,0
54,1021,0
1595,1436,1
1596,720,0
1597,1437,0
257,442,0
644,1129,0
1598,1438,0
1599,912,0
1600,1140,0
526,1287,0
1601,1439,0
1602,639,0
135,848,1
947,473,0
1603,1440,1
1604,201,0
1605,1441,1
1606,1265,1
607,1442,0
1037,540,0
291,1443,0
1607,1042,0
1608,1316,1
1609,720,0
1610,795,0
1611,1444,1
1612,1445,0
1613,1446,0
1614,1180,0
1615,42,0
1233,1447,0
1031,1448,0
1616,768,0
1617,1449,0
1618,1450,0
146,408,0
1619,1451,0
632,1452,0
1046,1453,1
1301,495,0
1620,1454,0
1621,1455,1
1622,1456,0
36,745,1
1010,1457,0
1623,1458,1
1624,1459,0
1625,1460,0
848,1052,0
1626,179,0
1627,1461,0
1473,1385,1
